id,minimo_sueldo,total_gasto_inicial
9045,419180,262529
9046,"819297,5",512960
9047,"635857,5",411169
9048,396830,256337
9049,540615,337194
9050,158660,102329
9051,"330152,5",205957
9052,266960,171295
9053,996930,655273
9054,1077930,707590
9055,678605,437014
9056,319200,203755
9057,"451922,5",290590
9058,"167432,5",104205
9059,"703392,5",439502
9060,1291390,823526
9061,"389472,5",243839
9062,"299922,5",197399
9063,549900,349350
9064,619025,387801
9065,245350,158864
9066,"525822,5",339965
9067,753905,485346
9068,"672847,5",420093
9069,"1099822,5",685034
9070,1229505,789242
9071,759485,490169
9072,540615,349700
9073,775820,501409
9074,"189182,5",119006
9075,930890,599134
9076,326195,203987
9077,312285,205881
9078,"551287,5",344272
9079,"594717,5",385188
9080,1727385,1098589
9081,501980,324886
9082,478800,305524
9083,"927212,5",598015
9084,"325032,5",207690
9085,"392422,5",258272
9086,"662627,5",413049
9087,1124530,701976
9088,344850,226435
9089,"491567,5",324075
9090,"557077,5",366974
9091,984330,616723
9092,1191960,758180
9093,443805,278655
9094,647145,416597
9095,"279192,5",179991
9096,"313802,5",196351
9097,900410,563918
9098,1114385,697068
9099,367815,230236
9100,884370,571079
9101,"666187,5",437871
9102,639075,411307
9103,"882402,5",552072
9104,452785,291132
9105,"1233752,5",772214
9106,866550,539832
9107,"951157,5",598805
9108,786655,494030
9109,"811437,5",515452
9110,"157687,5",98526
9111,"381047,5",244715
9112,466235,300057
9113,"241142,5",150887
9114,308920,198861
9115,479675,308654
9116,196020,123264
9117,"522962,5",326504
9118,329195,212573
9119,347065,224000
9120,407880,268890
9121,"551387,5",345437
9122,249930,155997
9123,"325727,5",203991
9124,706245,465439
9125,475805,303083
9126,688265,430313
9127,571500,364606
9128,362415,227533
9129,"253552,5",167092
9130,"224077,5",139651
9131,1438960,900006
9132,"735937,5",462515
9133,"779397,5",488830
9134,"1144542,5",715688
9135,753105,484009
9136,"435362,5",280505
9137,"755552,5",473640
9138,468800,301762
9139,376500,239531
9140,"571792,5",375219
9141,1021500,652479
9142,906470,576927
9143,"653027,5",411079
9144,"464292,5",298443
9145,"493972,5",309378
9146,1295480,832077
9147,"525257,5",340280
9148,946180,620920
9149,853560,552278
9150,"411682,5",269948
9151,"679097,5",439451
9152,504990,321680
9153,"1059122,5",660539
9154,448485,280694
9155,317400,201671
9156,1093340,706886
9157,370880,232013
9158,"685767,5",439992
9159,158885,102230
9160,"675202,5",435607
9161,642655,415146
9162,"653222,5",408537
9163,553325,356382
9164,"940807,5",607369
9165,"338797,5",222996
9166,272130,178869
9167,202570,130842
9168,"1357237,5",874722
9169,558725,350623
9170,"682762,5",435606
9171,523320,333087
9172,"433372,5",276897
9173,1200260,777197
9174,1450945,911038
9175,576065,369784
9176,"504437,5",315493
9177,664905,416586
9178,158280,98653
9179,519390,341805
9180,"585067,5",367078
9181,150000,95776
9182,870405,542731
9183,859140,546319
9184,"338782,5",216372
9185,"153727,5",97764
9186,253935,161867
9187,402750,264263
9188,1159415,723960
9189,464880,299516
9190,384075,246710
9191,510705,324732
9192,1185920,777716
9193,516580,322120
9194,"726602,5",469155
9195,"315767,5",204083
9196,627395,400396
9197,715870,447548
9198,376380,242928
9199,223055,139608
9200,"475532,5",306377
9201,"586667,5",368034
9202,688140,441987
9203,412500,271010
9204,279270,173808
9205,"310967,5",200585
9206,"1157062,5",762657
9207,301320,192320
9208,451440,287079
9209,156200,100960
9210,"184597,5",117326
9211,562690,361361
9212,636350,405607
9213,1722065,1078126
9214,"1068552,5",668137
9215,1069905,667904
9216,279200,180437
9217,283725,180214
9218,533180,345480
9219,"284122,5",178079
9220,"720742,5",467310
9221,614015,396198
9222,485595,309004
9223,"270477,5",171983
9224,258720,164813
9225,"546842,5",353281
9226,337630,210814
9227,801735,515068
9228,513240,329699
9229,"518407,5",334174
9230,480615,305990
9231,207055,129833
9232,"931872,5",581986
9233,504200,325178
9234,857665,552392
9235,443250,291927
9236,"579462,5",362993
9237,1142435,713716
9238,"765197,5",481486
9239,388755,255496
9240,221760,141157
9241,"766632,5",495243
9242,381060,245400
9243,508155,318244
9244,"442542,5",285557
9245,150000,95519
9246,568260,372876
9247,518400,329246
9248,"344362,5",216206
9249,448290,293915
9250,884805,567485
9251,537240,353407
9252,"741057,5",461493
9253,329655,212875
9254,297390,186075
9255,"689502,5",431287
9256,1219705,765721
9257,288420,183441
9258,938110,604469
9259,343585,214528
9260,942550,607705
9261,676045,421847
9262,327360,208957
9263,295045,183610
9264,198530,128833
9265,"160627,5",102184
9266,"352042,5",223680
9267,1343255,842142
9268,"581252,5",382509
9269,1001360,627108
9270,1151640,757305
9271,"741847,5",476305
9272,459315,291877
9273,"238467,5",149025
9274,"734582,5",474160
9275,292800,188477
9276,1269385,790864
9277,"520327,5",332209
9278,531855,342448
9279,949935,613413
9280,"882437,5",570396
9281,535365,344008
9282,"333352,5",212891
9283,"595757,5",382838
9284,"222792,5",139898
9285,342510,218203
9286,418905,274758
9287,575630,359796
9288,331510,213572
9289,805950,513198
9290,1009840,643664
9291,240825,153284
9292,488610,311295
9293,"726847,5",478135
9294,727620,464597
9295,212715,135904
9296,603790,390663
9297,457970,294957
9298,212340,136499
9299,"507047,5",326840
9300,"848512,5",558121
9301,540960,345096
9302,"299392,5",190986
9303,312825,205596
9304,"584577,5",376983
9305,"219277,5",139501
9306,736155,474137
9307,"557347,5",358524
9308,473850,295821
9309,1159200,761475
9310,"434122,5",273013
9311,"764032,5",486016
9312,"682182,5",425584
9313,"559087,5",349537
9314,497075,320104
9315,"496352,5",309746
9316,"262267,5",172087
9317,331655,207103
9318,834480,530364
9319,150000,95742
9320,380520,250616
9321,861465,558382
9322,546090,358558
9323,380630,237982
9324,1336820,838611
9325,1005205,645188
9326,318000,209085
9327,"334227,5",215486
9328,"1162067,5",726561
9329,"969087,5",627687
9330,"632927,5",407899
9331,"530732,5",332274
9332,282240,185052
9333,"397762,5",257045
9334,"249247,5",158933
9335,"890267,5",557313
9336,699345,446270
9337,377810,235885
9338,238770,154316
9339,"1329267,5",857115
9340,"582722,5",363006
9341,"398062,5",261201
9342,"622877,5",390402
9343,197925,125817
9344,212940,135513
9345,"784222,5",505783
9346,253095,163657
9347,"218732,5",136546
9348,568640,367328
9349,521020,337696
9350,"382387,5",251209
9351,"1168252,5",730850
9352,997400,645613
9353,371095,240292
9354,"1097937,5",685770
9355,"916837,5",584324
9356,"726847,5",478509
9357,287280,183053
9358,284490,187420
9359,"551787,5",343363
9360,455740,286275
9361,290650,182096
9362,379755,248898
9363,"302377,5",192129
9364,"1668607,5",1073823
9365,"579137,5",362636
9366,"158087,5",101627
9367,150000,95284
9368,507290,327898
9369,182280,115916
9370,526700,339814
9371,701540,453789
9372,484500,319100
9373,1294000,807605
9374,220605,145443
9375,"808862,5",515399
9376,618385,388428
9377,"309307,5",203842
9378,880575,551063
9379,373440,233399
9380,1228500,780466
9381,"1048277,5",676671
9382,"816502,5",511912
9383,"614632,5",391716
9384,1090805,706184
9385,430920,282578
9386,"407092,5",267041
9387,"377022,5",242768
9388,733565,471508
9389,445590,278175
9390,667855,419253
9391,329220,216755
9392,465600,297078
9393,"576942,5",370713
9394,"658912,5",425948
9395,"430847,5",274887
9396,1104095,708731
9397,1122660,739452
9398,248970,164064
9399,484820,312417
9400,1007455,652603
9401,150000,95475
9402,"704777,5",441041
9403,814525,526991
9404,"1279357,5",842651
9405,901530,573963
9406,691320,434076
9407,751735,486401
9408,809280,524329
9409,"582572,5",364059
9410,"501567,5",315279
9411,"382617,5",247168
9412,334350,215236
9413,157075,98345
9414,"1143767,5",715437
9415,"484067,5",303031
9416,"1280292,5",825397
9417,303900,196644
9418,"1081552,5",690623
9419,157150,101309
9420,340550,219443
9421,460575,302233
9422,607245,391678
9423,349500,230042
9424,852945,549300
9425,428740,276711
9426,592045,371565
9427,"362727,5",233860
9428,"454227,5",293184
9429,443880,286219
9430,"232452,5",149719
9431,411090,270531
9432,"1437127,5",897720
9433,"347947,5",218200
9434,1112325,698508
9435,"654022,5",409369
9436,"1274712,5",811456
9437,487925,305096
9438,708755,459187
9439,"949607,5",604774
9440,298410,190261
9441,"629472,5",405261
9442,1094775,706028
9443,1004785,627240
9444,"800702,5",499841
9445,"725997,5",454981
9446,791305,510195
9447,630660,401104
9448,"699052,5",438716
9449,"222652,5",144087
9450,327085,211124
9451,"529967,5",341914
9452,"519127,5",334969
9453,"671717,5",418375
9454,"562277,5",363388
9455,552255,354800
9456,723850,466643
9457,524420,339385
9458,"807232,5",521290
9459,"480437,5",299347
9460,"486382,5",314742
9461,474905,297012
9462,"519172,5",330469
9463,420390,267944
9464,347215,224461
9465,150000,95308
9466,"388267,5",251082
9467,264195,173682
9468,"489312,5",316374
9469,484350,303870
9470,697455,436615
9471,"225792,5",141014
9472,614100,404516
9473,"156417,5",101456
9474,723075,452951
9475,"506757,5",327349
9476,566990,366703
9477,589010,369116
9478,523780,336847
9479,"569337,5",357294
9480,988425,648268
9481,711365,459576
9482,"602137,5",374859
9483,"497452,5",310005
9484,508500,334668
9485,"156647,5",97940
9486,"158667,5",98770
9487,1352190,889117
9488,"1128607,5",704143
9489,"981352,5",613603
9490,"817262,5",526572
9491,723195,474909
9492,1091475,694890
9493,712800,469364
9494,"660922,5",411556
9495,"391417,5",253443
9496,"586437,5",366240
9497,295095,193685
9498,532440,349826
9499,470815,293410
9500,668855,432388
9501,597800,387243
9502,410785,263812
9503,"511777,5",330121
9504,485235,303991
9505,"735857,5",476372
9506,280915,175959
9507,816255,521595
9508,"637687,5",405032
9509,"1238737,5",790518
9510,931095,593183
9511,641645,414888
9512,190555,119506
9513,1404810,922070
9514,"914067,5",573232
9515,"529387,5",340926
9516,"1169667,5",754688
9517,462150,303931
9518,"346942,5",223427
9519,"699817,5",449601
9520,746945,469608
9521,716040,470562
9522,508085,317635
9523,"600192,5",377197
9524,453815,284440
9525,654620,429072
9526,418500,266497
9527,"784167,5",489315
9528,1131695,708524
9529,582000,382689
9530,639645,413331
9531,1098900,701130
9532,323825,201811
9533,607535,392556
9534,492480,313753
9535,757055,472948
9536,"715852,5",447848
9537,664530,427528
9538,299040,190833
9539,"1116152,5",722925
9540,"397707,5",256747
9541,550220,349588
9542,819310,510574
9543,974730,630102
9544,254025,163677
9545,463680,296230
9546,574790,370578
9547,"676507,5",435347
9548,"849397,5",546311
9549,365925,240324
9550,568260,362816
9551,627630,392268
9552,495285,320572
9553,364560,231979
9554,"930162,5",581864
9555,468720,308885
9556,525040,329282
9557,"1211197,5",783366
9558,466825,292462
9559,"599022,5",394139
9560,"410857,5",257136
9561,"546642,5",352018
9562,"873692,5",546315
9563,"733307,5",460280
9564,961455,601886
9565,1057460,663695
9566,"491927,5",323759
9567,"403247,5",259553
9568,349125,221889
9569,"366157,5",235370
9570,201890,130559
9571,"453042,5",294187
9572,1432860,940282
9573,"1019302,5",647948
9574,1049720,678130
9575,742365,473838
9576,"873772,5",563455
9577,843770,545036
9578,561790,362295
9579,465735,292464
9580,"1013802,5",634629
9581,"1135402,5",722607
9582,337805,210877
9583,1189845,757501
9584,620525,401470
9585,281275,181115
9586,612750,403727
9587,632585,414792
9588,530100,348582
9589,640365,415319
9590,"823267,5",540254
9591,185955,118411
9592,1281655,827288
9593,414460,267990
9594,1070475,666867
9595,"1496422,5",970590
9596,"547727,5",342768
9597,444015,283748
9598,"585007,5",379369
9599,"1186682,5",777916
9600,552925,345584
9601,672810,420373
9602,443195,285842
9603,748395,481810
9604,565950,359995
9605,510120,324151
9606,"673212,5",419473
9607,"438592,5",278636
9608,"407907,5",264844
9609,976080,630170
9610,554950,357084
9611,494445,318516
9612,"989607,5",637262
9613,471735,294749
9614,1146680,739705
9615,404040,265795
9616,"363407,5",233099
9617,"309762,5",193360
9618,"470027,5",304930
9619,313920,205940
9620,849185,540412
9621,"425587,5",279965
9622,"1457057,5",941298
9623,225545,145132
9624,532980,350225
9625,748745,482226
9626,528305,332504
9627,"457302,5",286534
9628,558450,347490
9629,803755,520630
9630,"1084962,5",675829
9631,"1311632,5",845840
9632,"596597,5",372496
9633,1234965,789093
9634,391095,245047
9635,721020,451187
9636,1715740,1068141
9637,498565,310073
9638,803560,520049
9639,538135,336389
9640,1167985,728801
9641,"298087,5",187135
9642,"671842,5",426840
9643,899270,564207
9644,"1449262,5",935402
9645,417050,269942
9646,292830,193037
9647,"156922,5",98115
9648,282000,185030
9649,"470407,5",303047
9650,1216160,761378
9651,476460,297745
9652,"895477,5",576906
9653,946710,592574
9654,465180,300464
9655,468435,302584
9656,"213492,5",133165
9657,550995,346337
9658,"1281742,5",841385
9659,354915,226063
9660,528800,342113
9661,269175,177193
9662,681285,427404
9663,1063475,687012
9664,1637120,1023826
9665,"704247,5",442311
9666,308160,193799
9667,1171165,756972
9668,1581035,1018846
9669,"714162,5",447217
9670,"221872,5",141019
9671,"708262,5",465343
9672,659345,411754
9673,"557342,5",358784
9674,1129185,728522
9675,462135,296954
9676,349235,226190
9677,"348372,5",224453
9678,"1188357,5",745782
9679,"626322,5",403472
9680,744480,475369
9681,291000,185431
9682,711165,447215
9683,"986337,5",618835
9684,538650,354459
9685,"438812,5",275653
9686,175475,109247
9687,"1166917,5",729449
9688,"1315742,5",852590
9689,720360,459256
9690,427505,268005
9691,681645,442083
9692,653025,408127
9693,"835472,5",538798
9694,559405,361042
9695,511830,337328
9696,466205,290566
9697,1274880,820552
9698,399025,257345
9699,"711027,5",458121
9700,474120,304618
9701,"492202,5",316751
9702,877995,565159
9703,471120,294003
9704,"768967,5",481050
9705,770110,504820
9706,1299380,841111
9707,"1047772,5",657857
9708,568330,355384
9709,1352315,848242
9710,"347867,5",217270
9711,"1036537,5",666978
9712,"300347,5",187493
9713,"1117637,5",723631
9714,"932412,5",582003
9715,627290,390616
9716,"616177,5",397653
9717,"286952,5",179874
9718,476700,313148
9719,947025,604451
9720,483895,311391
9721,"362017,5",226616
9722,"341722,5",221462
9723,"446927,5",288134
9724,"156162,5",97805
9725,1382185,892397
9726,"604087,5",396465
9727,685500,441352
9728,293980,183833
9729,"316007,5",201063
9730,1025625,659947
9731,1720200,1080546
9732,322630,201602
9733,392025,246381
9734,"374737,5",235439
9735,"535527,5",344485
9736,480385,309838
9737,318085,199857
9738,"1332947,5",833054
9739,"715837,5",454968
9740,434755,279065
9741,"1161617,5",748755
9742,"1326097,5",830771
9743,"517817,5",324795
9744,627810,404986
9745,1183875,776322
9746,"673952,5",435288
9747,212115,139533
9748,"449897,5",295827
9749,1558885,995378
9750,436485,274706
9751,1012150,663887
9752,331725,214783
9753,"649632,5",405389
9754,"409217,5",264120
9755,1274975,836218
9756,"522327,5",327165
9757,"1581337,5",1015317
9758,248095,155632
9759,616720,385302
9760,"167977,5",105079
9761,611490,388518
9762,804195,529273
9763,538470,352942
9764,"537837,5",336610
9765,"626362,5",392108
9766,"1086332,5",700083
