id,tipo_propiedad,barrio,precio,ambientes,superficie_m2,antigüedad,expensas,garantía_requerida,precio_m2,score_crediticio_requerido,comisión_inmobiliaria,cochera,gastos_administrativos,tipo_incremento
7936,Casa,Cerro de las Rosas,462726,4,117,29,0,3 recibos de sueldo,3954.92,524,264989,No,10713,IPC cada 4 meses
7937,Departamento,Alberdi,266112,4,116,2,12146,2 recibos de sueldo,2294.07,719,165923,Sí,6195,ICL cada 4 meses
7938,Departamento,Centro,62495,1,29,14,3722,1 recibo + garantía propietaria,2155.0,693,38966,No,1281,ICL cada 4 meses
7939,PH,Barrio Jardín,410688,4,120,14,0,2 recibos + garantía propietaria,3422.4,617,256067,Sí,6322,ICL cada 6 meses
7940,PH,Alta Córdoba,142044,2,72,22,0,1 recibo de sueldo,1972.83,692,88565,No,3293,ICL cada 4 meses
7941,Departamento,Barrio Jardín,260040,2,75,3,12185,1 recibo de sueldo,3467.2,555,162137,Sí,5132,ICL cada 3 meses
7942,Departamento,San Vicente,217404,3,97,2,11375,3 recibos de sueldo,2241.28,594,135553,Sí,4815,ICL cada 6 meses
7943,Departamento,Yofre,191232,3,103,34,9560,3 recibos de sueldo,1856.62,766,109512,Sí,4295,IPC cada 3 meses
7944,Departamento,Cerro de las Rosas,296064,2,69,8,11979,2 recibos de sueldo,4290.78,762,169547,No,4560,IPC cada 6 meses
7945,Departamento,Cofico,111735,1,35,9,6580,1 recibo + garantía propietaria,3192.43,540,69667,No,1928,ICL cada 4 meses
7946,Departamento,Cerro de las Rosas,527220,4,135,26,22015,1 recibo + garantía propietaria,3905.33,588,301923,No,12300,IPC cada 3 meses
7947,Departamento,San Vicente,173502,3,77,11,9225,2 recibos de sueldo,2253.27,594,99359,Sí,3455,IPC cada 4 meses
7948,Departamento,Villa Belgrano,107217,2,53,29,6027,3 recibos de sueldo,2022.96,656,61400,No,1642,IPC cada 4 meses
7949,Departamento,Yofre,182007,3,82,11,10005,3 recibos de sueldo,2219.6,636,104230,Sí,4476,IPC cada 4 meses
7950,Departamento,Urca,97387,1,27,25,5471,2 recibos de sueldo,3606.93,779,60721,No,2063,ICL cada 3 meses
7951,Casa,Pueyrredón,139305,2,67,15,0,2 recibos + garantía propietaria,2079.18,803,86857,Sí,2646,ICL cada 4 meses
7952,Departamento,Nueva Córdoba,335649,3,79,37,18391,2 recibos de sueldo,4248.72,830,192216,No,8058,IPC cada 4 meses
7953,Departamento,Centro,206280,3,95,9,10089,3 recibos de sueldo,2171.37,865,128617,Sí,3367,ICL cada 3 meses
7954,Departamento,Nueva Córdoba,265848,2,54,10,15399,2 recibos de sueldo,4923.11,492,152243,No,6579,IPC cada 6 meses
7955,PH,Yofre,215126,4,117,41,0,1 recibo de sueldo,1838.68,631,123196,Sí,3786,IPC cada 3 meses
7956,Casa,Alberdi,124608,2,62,24,0,1 recibo de sueldo,2009.81,580,71359,Sí,2568,IPC cada 3 meses
7957,Departamento,Villa El Libertador,206712,3,107,26,12040,1 recibo de sueldo,1931.89,560,118377,Sí,4792,IPC cada 6 meses
7958,PH,Villa Cabrera,120384,2,53,8,0,1 recibo + garantía propietaria,2271.4,790,68940,No,2125,IPC cada 4 meses
7959,Departamento,Cerro de las Rosas,379620,3,89,15,18502,2 recibos de sueldo,4265.39,692,236696,No,6799,ICL cada 3 meses
7960,PH,Nueva Córdoba,249638,2,49,8,0,3 recibos de sueldo,5094.65,491,142960,No,5220,IPC cada 3 meses
7961,Departamento,Observatorio,187596,3,83,7,9322,2 recibos + garantía propietaria,2260.19,900,116967,Sí,2952,ICL cada 3 meses
7962,Departamento,Urca,301392,3,79,16,14983,1 recibo de sueldo,3815.09,468,172598,No,6805,IPC cada 3 meses
7963,Departamento,Cerro de las Rosas,113256,1,32,44,5161,2 recibos + garantía propietaria,3539.25,614,64858,No,2048,IPC cada 4 meses
7964,Departamento,Alta Córdoba,74295,1,34,5,3142,2 recibos de sueldo,2185.15,658,42546,No,1825,IPC cada 4 meses
7965,Departamento,Centro,213012,3,97,6,9636,2 recibos de sueldo,2196.0,536,132814,No,3810,ICL cada 4 meses
7966,Casa,Nueva Córdoba,263762,2,52,6,0,3 recibos de sueldo,5072.35,705,151048,No,6439,IPC cada 4 meses
7967,Casa,Urca,326970,3,95,27,0,2 recibos + garantía propietaria,3441.79,588,203868,Sí,5275,ICL cada 4 meses
7968,Departamento,Nueva Córdoba,424908,3,91,15,24169,2 recibos de sueldo,4669.32,732,243332,Sí,8076,IPC cada 4 meses
7969,Departamento,Cofico,292410,3,89,10,14872,1 recibo + garantía propietaria,3285.51,689,182320,Sí,6285,ICL cada 3 meses
7970,Departamento,Yofre,274890,5,138,30,15669,1 recibo de sueldo,1991.96,399,171396,Sí,4842,ICL cada 4 meses
7971,Departamento,Pueyrredón,202176,3,92,8,11100,3 recibos de sueldo,2197.57,494,126058,Sí,4542,ICL cada 4 meses
7972,Departamento,San Vicente,264222,4,122,11,12411,3 recibos de sueldo,2165.75,734,164744,No,6587,ICL cada 3 meses
7973,Departamento,Cerro de las Rosas,552822,4,121,1,24161,3 recibos de sueldo,4568.78,690,316584,No,13501,IPC cada 6 meses
7974,Casa,Yofre,278952,4,124,3,0,2 recibos + garantía propietaria,2249.61,547,159747,Sí,6913,IPC cada 3 meses
7975,Departamento,Alberdi,148341,2,67,3,7616,2 recibos + garantía propietaria,2214.04,583,84950,No,2306,IPC cada 4 meses
7976,Departamento,Cerro de las Rosas,489342,4,109,9,28732,2 recibos de sueldo,4489.38,641,280231,Sí,10300,IPC cada 3 meses
7977,Departamento,Yofre,251970,4,118,15,14308,2 recibos de sueldo,2135.34,447,144295,Sí,5944,IPC cada 4 meses
7978,Departamento,Villa Belgrano,147000,2,65,0,8125,1 recibo + garantía propietaria,2261.54,877,91655,No,3490,ICL cada 6 meses
7979,Departamento,Villa Belgrano,129285,2,57,5,7147,1 recibo + garantía propietaria,2268.16,551,80610,No,2569,ICL cada 4 meses
7980,Casa,Villa El Libertador,355740,5,160,4,0,2 recibos de sueldo,2223.38,653,221807,No,5377,ICL cada 6 meses
7981,Departamento,General Paz,384818,3,91,6,19454,2 recibos de sueldo,4228.77,817,220373,No,8729,IPC cada 6 meses
7982,Departamento,General Paz,189924,2,40,4,8240,1 recibo + garantía propietaria,4748.1,631,118419,No,4632,ICL cada 4 meses
7983,Casa,Villa El Libertador,283140,4,128,5,0,2 recibos de sueldo,2212.03,682,176540,Sí,4259,ICL cada 3 meses
7984,Departamento,General Paz,201848,2,59,44,9226,2 recibos de sueldo,3421.15,554,125854,No,3116,ICL cada 4 meses
7985,Casa,Cofico,144144,2,42,18,0,1 recibo de sueldo,3432.0,595,82547,Sí,3277,IPC cada 4 meses
7986,Departamento,Villa Cabrera,176400,3,87,25,9094,3 recibos de sueldo,2027.59,557,109986,No,4020,ICL cada 3 meses
7987,Departamento,Villa Cabrera,156978,3,77,29,7272,2 recibos de sueldo,2038.68,777,89896,No,2685,IPC cada 4 meses
7988,PH,Alta Córdoba,259908,4,128,21,0,3 recibos de sueldo,2030.53,583,162054,Sí,5763,ICL cada 6 meses
7989,Casa,Villa Cabrera,183195,3,90,23,0,2 recibos de sueldo,2035.5,575,104910,Sí,4366,IPC cada 3 meses
7990,Departamento,Observatorio,235119,4,111,19,13079,1 recibo + garantía propietaria,2118.19,563,134645,Sí,4132,IPC cada 4 meses
7991,Departamento,San Vicente,137160,2,68,20,6510,2 recibos de sueldo,2017.06,688,78547,No,2670,IPC cada 6 meses
7992,PH,General Paz,336528,3,95,36,0,1 recibo de sueldo,3542.4,708,192719,Sí,6684,IPC cada 4 meses
7993,Departamento,Urca,230496,2,58,4,9744,1 recibo + garantía propietaria,3974.07,450,131998,Sí,4412,IPC cada 6 meses
7994,Departamento,Urca,196570,2,48,7,10939,2 recibos de sueldo,4095.21,656,122563,No,3590,ICL cada 4 meses
7995,Casa,Cerro de las Rosas,517968,4,112,2,0,3 recibos de sueldo,4624.71,680,322957,Sí,12894,ICL cada 4 meses
7996,Departamento,Urca,181177,2,51,30,9776,2 recibos + garantía propietaria,3552.49,790,112965,No,3751,ICL cada 6 meses
7997,Casa,General Paz,512697,4,127,13,0,2 recibos de sueldo,4036.98,527,293606,No,11357,IPC cada 4 meses
7998,Casa,Alta Córdoba,88605,2,43,35,0,1 recibo de sueldo,2060.58,537,50741,No,1424,IPC cada 3 meses
7999,Departamento,Yofre,65205,1,30,11,2938,2 recibos de sueldo,2173.5,714,37340,No,1310,IPC cada 3 meses
8000,Casa,Cerro de las Rosas,249288,2,57,12,0,2 recibos de sueldo,4373.47,643,142759,No,5973,IPC cada 6 meses
8001,Departamento,Villa Belgrano,211500,3,100,12,12610,1 recibo + garantía propietaria,2115.0,787,131872,Sí,4681,ICL cada 6 meses
8002,Departamento,Villa El Libertador,128148,2,62,19,6159,1 recibo de sueldo,2066.9,760,79901,No,2281,ICL cada 6 meses
8003,Departamento,Nueva Córdoba,413424,3,95,26,22163,2 recibos de sueldo,4351.83,677,257773,Sí,9686,ICL cada 6 meses
8004,Casa,Yofre,189090,3,85,9,0,1 recibo de sueldo,2224.59,643,108286,Sí,2935,IPC cada 4 meses
8005,PH,Centro,105342,2,48,19,0,1 recibo + garantía propietaria,2194.62,634,65681,No,2618,ICL cada 6 meses
8006,Departamento,Barrio Jardín,314496,3,87,5,18306,1 recibo + garantía propietaria,3614.9,647,180102,Sí,7101,IPC cada 6 meses
8007,Departamento,Villa Belgrano,203688,3,98,16,8783,2 recibos de sueldo,2078.45,656,127001,Sí,4992,ICL cada 4 meses
8008,PH,Urca,467544,4,128,16,0,3 recibos de sueldo,3652.69,792,267748,Sí,11012,IPC cada 4 meses
8009,Departamento,Villa El Libertador,109218,2,56,33,6288,1 recibo + garantía propietaria,1950.32,446,62545,No,2480,IPC cada 4 meses
8010,Departamento,Nueva Córdoba,222406,2,51,34,12027,2 recibos de sueldo,4360.9,608,127365,Sí,4320,IPC cada 4 meses
8011,Departamento,Observatorio,109925,2,49,14,4765,3 recibos de sueldo,2243.37,670,62950,No,2537,IPC cada 6 meses
8012,PH,Alta Córdoba,205200,3,89,0,0,2 recibos + garantía propietaria,2305.62,589,117511,Sí,3234,IPC cada 4 meses
8013,Casa,San Vicente,177480,3,91,30,0,3 recibos de sueldo,1950.33,621,110660,Sí,3067,ICL cada 6 meses
8014,Casa,General Paz,575700,4,135,0,0,1 recibo de sueldo,4264.44,605,358954,Sí,13745,ICL cada 3 meses
8015,Departamento,Villa El Libertador,258353,4,121,14,13767,2 recibos de sueldo,2135.15,780,147951,Sí,5681,IPC cada 6 meses
8016,PH,Villa Belgrano,148800,2,66,0,0,3 recibos de sueldo,2254.55,607,92778,Sí,2509,ICL cada 6 meses
8017,Departamento,Alta Córdoba,183933,3,82,9,10574,1 recibo de sueldo,2243.09,577,105332,Sí,3523,IPC cada 3 meses
8018,PH,San Vicente,186300,3,90,20,0,3 recibos de sueldo,2070.0,728,106688,Sí,4124,IPC cada 3 meses
8019,Departamento,Alta Córdoba,263910,4,121,10,14773,3 recibos de sueldo,2181.07,596,164550,No,6060,ICL cada 3 meses
8020,Departamento,Yofre,111684,2,59,36,6166,2 recibos + garantía propietaria,1892.95,633,63958,No,2614,IPC cada 3 meses
8021,Departamento,Alberdi,186300,3,90,20,8053,2 recibos de sueldo,2070.0,539,106688,No,3070,IPC cada 4 meses
8022,Departamento,Observatorio,250020,4,121,20,10953,3 recibos de sueldo,2066.28,609,155889,No,3767,ICL cada 4 meses
8023,Casa,Villa Cabrera,139650,2,65,10,0,1 recibo de sueldo,2148.46,646,79973,Sí,2283,IPC cada 3 meses
8024,PH,Cofico,342900,3,102,0,0,1 recibo de sueldo,3361.76,523,213801,Sí,6831,ICL cada 6 meses
8025,Departamento,General Paz,392251,4,97,24,19986,1 recibo de sueldo,4043.82,639,224630,Sí,9499,IPC cada 6 meses
8026,PH,Cofico,392674,4,131,23,0,1 recibo de sueldo,2997.51,701,224872,Sí,6651,IPC cada 3 meses
8027,Departamento,Villa Cabrera,99345,2,43,15,5126,2 recibos de sueldo,2310.35,450,61942,No,2256,ICL cada 3 meses
8028,Casa,General Paz,257474,2,63,11,0,2 recibos de sueldo,4086.89,584,147447,No,5610,IPC cada 4 meses
8029,Casa,Alberdi,166704,2,84,16,0,3 recibos de sueldo,1984.57,900,103941,No,4107,ICL cada 6 meses
8030,Casa,Villa Cabrera,241500,4,120,25,0,1 recibo de sueldo,2012.5,629,138299,No,4325,IPC cada 3 meses
8031,Departamento,Barrio Jardín,493617,5,152,23,29060,1 recibo de sueldo,3247.48,763,282679,Sí,10790,IPC cada 4 meses
8032,Departamento,San Vicente,243540,4,117,20,12024,1 recibo + garantía propietaria,2081.54,647,151849,No,3725,ICL cada 6 meses
8033,Casa,General Paz,346309,3,97,34,0,3 recibos de sueldo,3570.2,617,215926,Sí,6026,ICL cada 6 meses
8034,Departamento,Cerro de las Rosas,138684,1,34,18,6386,1 recibo de sueldo,4078.94,743,86470,No,2947,ICL cada 6 meses
8035,Casa,Villa Cabrera,194400,3,83,0,0,1 recibo + garantía propietaria,2342.17,769,121210,Sí,4803,ICL cada 3 meses
8036,PH,Nueva Córdoba,271174,2,59,19,0,3 recibos de sueldo,4596.17,560,155293,Sí,5150,IPC cada 3 meses
8037,Departamento,Urca,296478,3,79,19,12990,1 recibo de sueldo,3752.89,540,184856,Sí,6417,ICL cada 3 meses
8038,Casa,Observatorio,204174,3,89,1,0,2 recibos de sueldo,2294.09,513,116924,No,3213,IPC cada 4 meses
8039,Casa,Barrio Jardín,300499,3,86,12,0,3 recibos de sueldo,3494.17,562,187363,Sí,4542,ICL cada 6 meses
8040,Departamento,Pueyrredón,250020,4,121,20,10271,3 recibos de sueldo,2066.28,763,155889,Sí,4126,ICL cada 4 meses
8041,Departamento,Pueyrredón,60000,1,23,23,2482,1 recibo + garantía propietaria,2608.7,653,37410,No,1249,ICL cada 4 meses
8042,PH,Urca,297218,3,88,33,0,2 recibos de sueldo,3377.48,768,170207,No,6865,IPC cada 6 meses
8043,Departamento,Nueva Córdoba,387090,3,90,30,19928,3 recibos de sueldo,4301.0,546,221674,Sí,7211,IPC cada 4 meses
8044,Departamento,Villa El Libertador,205668,3,91,3,8951,3 recibos de sueldo,2260.09,549,117779,No,4525,IPC cada 3 meses
8045,Casa,Alta Córdoba,193284,3,93,18,0,3 recibos de sueldo,2078.32,610,120514,Sí,3820,ICL cada 3 meses
8046,Departamento,Cerro de las Rosas,119028,1,28,18,6788,1 recibo de sueldo,4251.0,679,74215,Sí,2759,ICL cada 6 meses
8047,Casa,Villa El Libertador,118656,2,52,8,0,2 recibos de sueldo,2281.85,636,73983,Sí,1903,ICL cada 3 meses
8048,Departamento,Nueva Córdoba,301408,2,61,4,15651,2 recibos de sueldo,4941.11,719,172607,No,6281,IPC cada 4 meses
8049,Departamento,Observatorio,131040,2,58,5,7508,2 recibos + garantía propietaria,2259.31,691,81704,No,3186,ICL cada 4 meses
8050,PH,Cerro de las Rosas,441000,3,100,4,0,2 recibos de sueldo,4410.0,698,274967,Sí,7006,ICL cada 3 meses
8051,Departamento,Cerro de las Rosas,274512,2,72,28,13327,2 recibos de sueldo,3812.67,718,157204,No,4840,IPC cada 6 meses
8052,Casa,Cerro de las Rosas,358146,3,76,3,0,2 recibos de sueldo,4712.45,759,205099,Sí,6350,IPC cada 4 meses
8053,Casa,Pueyrredón,143592,2,66,7,0,2 recibos + garantía propietaria,2175.64,403,82230,No,3091,IPC cada 3 meses
8054,Casa,Villa El Libertador,215865,3,98,5,0,3 recibos de sueldo,2202.7,648,134593,Sí,4924,ICL cada 3 meses
8055,Departamento,Villa Cabrera,162486,3,77,23,8435,2 recibos de sueldo,2110.21,734,101311,Sí,3477,ICL cada 6 meses
8056,Departamento,Cofico,218736,2,66,4,11048,2 recibos + garantía propietaria,3314.18,900,125263,No,4260,IPC cada 3 meses
8057,PH,Barrio Jardín,357120,3,99,0,0,2 recibos + garantía propietaria,3607.27,639,222667,Sí,6251,ICL cada 4 meses
8058,Departamento,General Paz,468939,4,111,10,28011,2 recibos de sueldo,4224.68,430,292387,Sí,11390,ICL cada 4 meses
8059,Departamento,Alta Córdoba,62784,1,28,8,3511,2 recibos de sueldo,2242.29,792,35954,No,1056,IPC cada 3 meses
8060,Departamento,Alberdi,199017,3,92,11,10330,2 recibos + garantía propietaria,2163.23,528,124088,Sí,4516,ICL cada 3 meses
8061,Departamento,San Vicente,130200,2,66,25,6787,3 recibos de sueldo,1972.73,696,81180,No,2157,ICL cada 4 meses
8062,PH,Urca,210000,2,50,0,0,2 recibos de sueldo,4200.0,703,130936,Sí,4038,ICL cada 3 meses
8063,PH,Pueyrredón,228600,3,102,0,0,1 recibo de sueldo,2241.18,662,142534,Sí,4118,ICL cada 3 meses
8064,PH,Cerro de las Rosas,197880,2,40,6,0,2 recibos de sueldo,4947.0,436,123379,No,3537,ICL cada 4 meses
8065,Departamento,Pueyrredón,249999,4,133,33,11243,3 recibos de sueldo,1879.69,613,155876,Sí,4515,ICL cada 3 meses
8066,Casa,Nueva Córdoba,172048,1,36,4,0,1 recibo de sueldo,4779.11,493,98526,Sí,4001,IPC cada 6 meses
8067,Departamento,Alta Córdoba,60000,1,24,47,3281,1 recibo de sueldo,2500.0,695,37410,No,1039,ICL cada 4 meses
8068,Departamento,Barrio Jardín,307123,3,99,28,18321,1 recibo de sueldo,3102.25,561,175880,No,5299,IPC cada 3 meses
8069,Departamento,Alta Córdoba,176715,3,80,13,7526,1 recibo de sueldo,2208.94,437,101199,Sí,3238,IPC cada 6 meses
8070,PH,Centro,182700,3,91,25,0,1 recibo de sueldo,2007.69,721,104626,Sí,3928,IPC cada 3 meses
8071,Casa,Cofico,196470,2,62,15,0,2 recibos + garantía propietaria,3168.87,523,122500,Sí,4036,ICL cada 4 meses
8072,PH,Cofico,383751,4,122,17,0,1 recibo de sueldo,3145.5,663,219762,Sí,7386,IPC cada 4 meses
8073,PH,Villa Belgrano,302499,5,142,17,0,3 recibos de sueldo,2130.27,576,188610,Sí,7380,ICL cada 3 meses
8074,PH,Villa El Libertador,178200,3,85,20,0,1 recibo de sueldo,2096.47,736,111109,No,2979,ICL cada 6 meses
8075,Departamento,Observatorio,276411,4,121,1,14579,3 recibos de sueldo,2284.39,732,158292,Sí,4479,IPC cada 6 meses
8076,Casa,General Paz,334270,3,83,19,0,2 recibos de sueldo,4027.35,673,208420,Sí,5604,ICL cada 3 meses
8077,Departamento,San Vicente,65844,1,33,23,3315,2 recibos de sueldo,1995.27,639,37706,No,1387,IPC cada 6 meses
8078,Departamento,Centro,122112,2,54,8,6961,2 recibos + garantía propietaria,2261.33,605,69929,Sí,2795,IPC cada 4 meses
8079,Departamento,Barrio Jardín,109272,1,40,43,4370,1 recibo de sueldo,2731.8,529,62576,Sí,2453,IPC cada 4 meses
8080,Departamento,Alta Córdoba,368193,5,166,3,15733,3 recibos de sueldo,2218.03,591,229571,No,8875,ICL cada 4 meses
8081,Departamento,Urca,191441,2,57,35,7799,1 recibo + garantía propietaria,3358.61,697,119365,Sí,4274,ICL cada 6 meses
8082,Departamento,Cerro de las Rosas,399528,3,99,21,17283,1 recibo + garantía propietaria,4035.64,845,249109,Sí,9987,ICL cada 6 meses
8083,Departamento,General Paz,228547,2,58,21,12377,2 recibos + garantía propietaria,3940.47,707,130882,No,4684,IPC cada 3 meses
8084,PH,Cerro de las Rosas,320544,3,81,32,0,1 recibo de sueldo,3957.33,721,199862,Sí,7997,ICL cada 6 meses
8085,Casa,Villa El Libertador,111834,2,56,29,0,2 recibos + garantía propietaria,1997.04,639,64044,No,2279,IPC cada 6 meses
8086,Departamento,San Vicente,265299,4,121,9,11353,3 recibos de sueldo,2192.55,702,151928,Sí,4194,IPC cada 3 meses
8087,Departamento,Pueyrredón,93456,2,42,23,4901,1 recibo de sueldo,2225.14,435,53519,No,2154,IPC cada 4 meses
8088,Departamento,Villa Belgrano,285366,4,126,1,16369,2 recibos de sueldo,2264.81,577,177928,No,6809,ICL cada 3 meses
8089,Departamento,Nueva Córdoba,571434,4,121,13,23253,1 recibo + garantía propietaria,4722.6,720,356294,No,11133,ICL cada 3 meses
8090,Departamento,Observatorio,183375,3,100,37,7433,1 recibo de sueldo,1833.75,722,114335,No,3024,ICL cada 6 meses
8091,PH,Observatorio,77007,1,36,7,0,3 recibos de sueldo,2139.08,595,48014,No,1877,ICL cada 4 meses
8092,Departamento,Alta Córdoba,139101,2,61,1,8317,1 recibo de sueldo,2280.34,519,86730,Sí,3340,ICL cada 6 meses
8093,Departamento,Centro,245952,4,116,17,13149,1 recibo + garantía propietaria,2120.28,642,153353,Sí,4336,ICL cada 3 meses
8094,Departamento,Pueyrredón,157575,2,75,9,6746,3 recibos de sueldo,2101.0,606,98249,No,2632,ICL cada 3 meses
8095,Departamento,Alberdi,168720,2,82,10,7783,1 recibo de sueldo,2057.56,744,96620,No,2689,IPC cada 4 meses
8096,Departamento,Yofre,184464,3,87,17,11012,1 recibo de sueldo,2120.28,720,105637,Sí,3176,IPC cada 6 meses
8097,Departamento,Nueva Córdoba,310596,2,70,19,13835,2 recibos + garantía propietaria,4437.09,804,193659,No,7219,ICL cada 4 meses
8098,PH,General Paz,223964,2,53,12,0,1 recibo de sueldo,4225.74,761,139643,Sí,4665,ICL cada 6 meses
8099,Departamento,Alta Córdoba,181485,3,84,15,9991,2 recibos de sueldo,2160.54,622,103931,Sí,3599,IPC cada 3 meses
8100,Departamento,Centro,100716,2,56,46,4514,3 recibos de sueldo,1798.5,684,57677,No,2416,IPC cada 3 meses
8101,Departamento,Villa Cabrera,120480,2,67,40,5779,1 recibo de sueldo,1798.21,853,75120,Sí,2219,ICL cada 6 meses
8102,Departamento,Pueyrredón,165672,3,79,23,9545,1 recibo de sueldo,2097.11,609,103297,Sí,3258,ICL cada 6 meses
8103,Departamento,Cofico,242550,2,75,4,9839,1 recibo + garantía propietaria,3234.0,667,138901,No,5954,IPC cada 4 meses
8104,Departamento,Nueva Córdoba,466488,3,99,10,21525,2 recibos de sueldo,4712.0,649,267143,Sí,8287,IPC cada 3 meses
8105,Departamento,Villa Cabrera,125751,2,67,33,6255,1 recibo de sueldo,1876.88,651,78406,No,2757,ICL cada 3 meses
8106,Departamento,Centro,189504,3,87,12,9950,1 recibo + garantía propietaria,2178.21,562,118157,Sí,3161,ICL cada 3 meses
8107,Departamento,General Paz,338631,3,98,39,13736,2 recibos + garantía propietaria,3455.42,780,211139,Sí,6957,ICL cada 3 meses
8108,Departamento,Alta Córdoba,143964,3,61,14,6940,1 recibo + garantía propietaria,2360.07,558,89762,Sí,3385,ICL cada 3 meses
8109,Departamento,Villa Belgrano,122694,2,64,31,5752,3 recibos de sueldo,1917.09,835,70263,No,2207,IPC cada 4 meses
8110,Departamento,Villa Belgrano,72600,1,32,0,2943,2 recibos de sueldo,2268.75,813,45266,No,1217,ICL cada 6 meses
8111,Departamento,Alberdi,227292,4,101,12,10707,2 recibos + garantía propietaria,2250.42,675,141718,Sí,5397,ICL cada 3 meses
8112,Departamento,Urca,226149,2,64,22,13259,1 recibo + garantía propietaria,3533.58,650,141005,Sí,3797,ICL cada 3 meses
8113,Departamento,Pueyrredón,184041,3,96,31,8372,3 recibos de sueldo,1917.09,572,114751,No,4432,ICL cada 6 meses
8114,Departamento,San Vicente,220038,4,101,18,11378,2 recibos + garantía propietaria,2178.59,657,137195,Sí,4893,ICL cada 4 meses
8115,Departamento,Cofico,272538,3,78,4,12526,3 recibos de sueldo,3494.08,758,156074,Sí,4555,IPC cada 4 meses
8116,Departamento,Urca,256887,2,81,33,10823,2 recibos + garantía propietaria,3171.44,581,147111,Sí,6157,IPC cada 3 meses
8117,Departamento,Villa Belgrano,122976,2,58,17,5631,2 recibos + garantía propietaria,2120.28,796,70424,No,2148,IPC cada 6 meses
